0,0,0,0,0,0,0,[],0,[]
0.232222222,0.003628472,1.393333333,-0.43,-0.005598958,-2.15,6,"['much', 0.2, 'able', 0.5, 'pregnant', 0.3333333333333333, 'high', 0.16, 'old', 0.1, 'old', 0.1]",5,"['due', -0.125, 'bad', -0.6999999999999998, 'due', -0.125, 'bad', -0.6999999999999998, 'difficult', -0.5]"
0,0,0,-0.217361111,-0.008723523,-2.608333333,0,[],12,"['subject', -0.16666666666666666, 'shy', -0.5, 'afraid', -0.6, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'due', -0.125, 'arrest', -0.05, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666]"
0.15625,0.00174581,0.3125,-0.375,-0.004189944,-0.75,2,"['major', 0.0625, 'first', 0.25]",2,"['anxious', -0.25, 'selfish', -0.5]"
0.1,0.000352113,0.1,-0.4675,-0.008230634,-2.3375,1,"['early', 0.1]",5,"['uncomfortable', -0.5, 'afraid', -0.6, 'little', -0.1875, 'worthless', -0.8, 'anxious', -0.25]"
0.333877551,0.005385122,2.337142857,-0.226041667,-0.004166667,-1.808333333,7,"['happy', 0.8, 'old', 0.1, 'high', 0.16, 'high', 0.16, 'popular', 0.6, 'high', 0.16, 'special', 0.35714285714285715]",8,"['difficult', -0.5, 'due', -0.125, 'small', -0.25, 'subject', -0.16666666666666666, 'hard', -0.2916666666666667, 'other', -0.125, 'few', -0.2, 'average', -0.15]"
0.7,0.008641975,0.7,-0.116666667,-0.002880658,-0.233333333,1,"['good', 0.7]",2,"['active', -0.13333333333333333, 'military', -0.1]"
0.197727273,0.002900645,1.186363636,-0.528787879,-0.014221679,-5.816666667,6,"['elementary', 0.3, 'first', 0.25, 'new', 0.13636363636363635, 'social', 0.03333333333333333, 'strong', 0.4333333333333333, 'social', 0.03333333333333333]",11,"['insecure', -0.5, 'miserable', -1.0, 'terrible', -1.0, 'other', -0.125, 'other', -0.125, 'previous', -0.16666666666666666, 'afraid', -0.6, 'stupid', -0.7999999999999999, 'negative', -0.3, 'guilty', -0.5, 'bad', -0.6999999999999998]"
0.162121212,0.00120387,0.486363636,-0.125,-0.000928218,-0.375,3,"['old', 0.1, 'new', 0.13636363636363635, 'first', 0.25]",3,"['due', -0.125, 'due', -0.125, 'other', -0.125]"
0.228125,0.002723881,0.9125,-0.147619048,-0.006169154,-2.066666667,4,"['major', 0.0625, 'full', 0.35, 'first', 0.25, 'first', 0.25]",14,"['subject', -0.16666666666666666, 'other', -0.125, 'due', -0.125, 'due', -0.125, 'subject', -0.16666666666666666, 'due', -0.125, 'deadly', -0.2, 'subject', -0.16666666666666666, 'due', -0.125, 'deadly', -0.2, 'due', -0.125, 'due', -0.125, 'other', -0.125, 'subject', -0.16666666666666666]"
0.322222222,0.003440095,1.933333333,-0.35625,-0.005071174,-2.85,6,"['pregnant', 0.3333333333333333, 'old', 0.1, 'first', 0.25, 'gay', 0.4166666666666667, 'gay', 0.4166666666666667, 'gay', 0.4166666666666667]",8,"['alcoholic', -0.25, 'confusing', -0.3, 'due', -0.125, 'long', -0.05, 'other', -0.125, 'wrong', -0.5, 'wrong', -0.5, 'horrible', -1.0]"
0.304556277,0.008687818,5.482012987,-0.225694444,-0.004292129,-2.708333333,18,"['normal', 0.15, 'sexual', 0.5, 'special', 0.35714285714285715, 'elementary', 0.3, 'high', 0.16, 'special', 0.35714285714285715, 'high', 0.16, 'first', 0.25, 'new', 0.13636363636363635, 'first', 0.25, 'able', 0.5, 'new', 0.13636363636363635, 'able', 0.5, 'significant', 0.375, 'first', 0.25, 'ready', 0.2, 'primary', 0.4, 'favorite', 0.5]",12,"['due', -0.125, 'Due', -0.125, 'other', -0.125, 'tense', -0.3333333333333333, 'due', -0.125, 'tense', -0.3333333333333333, 'difficult', -0.5, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'weak', -0.375, 'subject', -0.16666666666666666]"
0.28125,0.009868421,2.25,-0.172222222,-0.002266082,-0.516666667,8,"['sober', 0.1, 'many', 0.5, 'much', 0.2, 'decent', 0.16666666666666666, 'full', 0.35, 'pregnant', 0.3333333333333333, 'first', 0.25, 'full', 0.35]",3,"['active', -0.13333333333333333, 'alcoholic', -0.25, 'active', -0.13333333333333333]"
0.2525,0.002556962,1.01,-0.395833333,-0.003006329,-1.1875,4,"['old', 0.1, 'first', 0.25, 'high', 0.16, 'many', 0.5]",3,"['little', -0.1875, 'difficult', -0.5, 'sad', -0.5]"
0.285833333,0.002640493,1.143333333,-0.221428571,-0.003579677,-1.55,4,"['pleasant', 0.7333333333333333, 'normal', 0.15, 'old', 0.1, 'high', 0.16]",7,"['ill', -0.5, 'due', -0.125, 'long', -0.05, 'Due', -0.125, 'due', -0.125, 'due', -0.125, 'drunk', -0.5]"
0.203571429,0.002035714,0.814285714,-0.210416667,-0.002104167,-0.841666667,4,"['first', 0.25, 'certain', 0.21428571428571427, 'first', 0.25, 'professional', 0.1]",4,"['active', -0.13333333333333333, 'hard', -0.2916666666666667, 'other', -0.125, 'hard', -0.2916666666666667]"
0.17,0.005629139,0.85,-0.150793651,-0.005991801,-0.904761905,5,"['normal', 0.15, 'old', 0.1, 'old', 0.1, 'married', 0.25, 'first', 0.25]",6,"['subject', -0.16666666666666666, 'single', -0.07142857142857142, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666]"
0.291666667,0.001912568,1.166666667,-0.389583333,-0.00510929,-3.116666667,4,"['first', 0.25, 'aware', 0.25, 'pregnant', 0.3333333333333333, 'pregnant', 0.3333333333333333]",8,"['previous', -0.16666666666666666, 'few', -0.2, 'juvenile', -0.25, 'random', -0.5, 'numb', -0.6, 'drunk', -0.5, 'difficult', -0.5, 'decreased', -0.4]"
0.494285714,0.012581818,3.46,-0.385,-0.007,-1.925,7,"['happy', 0.8, 'high', 0.16, 'enjoyed', 0.5, 'sure', 0.5, 'much', 0.2, 'enjoyed', 0.5, 'happy', 0.8]",5,"['angry', -0.5, 'late', -0.3, 'sad', -0.5, 'sad', -0.5, 'other', -0.125]"
0.365,0.004096521,3.65,-0.1475,-0.001655443,-1.475,10,"['old', 0.1, 'much', 0.2, 'exciting', 0.3, 'first', 0.25, 'many', 0.5, 'OK', 0.5, 'OK', 0.5, 'sure', 0.5, 'worth', 0.3, 'many', 0.5]",10,"['other', -0.125, 'due', -0.125, 'hard', -0.2916666666666667, 'average', -0.15, 'military', -0.1, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'active', -0.13333333333333333, 'subject', -0.16666666666666666, 'long', -0.05]"
0.316666667,0.00384838,2.216666667,-0.290972222,-0.006061921,-3.491666667,7,"['intense', 0.2, 'first', 0.25, 'steady', 0.16666666666666666, 'married', 0.25, 'own', 0.6, 'first', 0.25, 'able', 0.5]",12,"['confusing', -0.3, 'drunk', -0.5, 'unhappy', -0.6, 'active', -0.13333333333333333, 'negative', -0.3, 'serious', -0.3333333333333333, 'few', -0.2, 'small', -0.25, 'difficult', -0.5, 'other', -0.125, 'due', -0.125, 'due', -0.125]"
0.148194444,0.003175595,0.889166667,-0.165952381,-0.002963435,-0.829761905,6,"['old', 0.1, 'old', 0.1, 'major', 0.0625, 'clean', 0.3666666666666667, 'sober', 0.1, 'high', 0.16]",5,"['single', -0.07142857142857142, 'subject', -0.16666666666666666, 'negative', -0.3, 'subject', -0.16666666666666666, 'due', -0.125]"
0.265225564,0.004090329,5.039285714,-0.242307692,-0.002556818,-3.15,19,"['old', 0.1, 'elementary', 0.3, 'old', 0.1, 'much', 0.2, 'pregnant', 0.3333333333333333, 'pregnant', 0.3333333333333333, 'pregnant', 0.3333333333333333, 'old', 0.1, 'first', 0.25, 'first', 0.25, 'able', 0.5, 'large', 0.21428571428571427, 'able', 0.5, 'first', 0.25, 'old', 0.1, 'significant', 0.375, 'legal', 0.2, 'able', 0.5, 'sober', 0.1]",13,"['alcoholic', -0.25, 'unhealthy', -0.4, 'other', -0.125, 'heavy', -0.2, 'active', -0.13333333333333333, 'few', -0.2, 'few', -0.2, 'other', -0.125, 'subject', -0.16666666666666666, 'other', -0.125, 'due', -0.125, 'afraid', -0.6, 'ill', -0.5]"
0.188333333,0.002919897,2.26,-0.30952381,-0.002799311,-2.166666667,12,"['early', 0.1, 'first', 0.25, 'high', 0.16, 'high', 0.16, 'high', 0.16, 'high', 0.16, 'high', 0.16, 'first', 0.25, 'general', 0.05000000000000002, 'first', 0.25, 'high', 0.16, 'primary', 0.4]",7,"['alcoholic', -0.25, 'odd', -0.16666666666666666, 'Due', -0.125, 'unable', -0.5, 'due', -0.125, 'wrong', -0.5, 'wrong', -0.5]"
0.215555556,0.001796296,1.293333333,-0.174358974,-0.003148148,-2.266666667,6,"['old', 0.1, 'old', 0.1, 'high', 0.16, 'able', 0.5, 'pregnant', 0.3333333333333333, 'old', 0.1]",13,"['subject', -0.16666666666666666, 'few', -0.2, 'due', -0.125, 'Due', -0.125, 'unable', -0.5, 'due', -0.125, 'due', -0.125, 'few', -0.2, 'few', -0.2, 'due', -0.125, 'due', -0.125, 'due', -0.125, 'due', -0.125]"
0.241666667,0.001851852,0.483333333,-0.176851852,-0.00609834,-1.591666667,2,"['normal', 0.15, 'pregnant', 0.3333333333333333]",9,"['other', -0.125, 'due', -0.125, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'active', -0.13333333333333333, 'small', -0.25, 'small', -0.25, 'due', -0.125, 'small', -0.25]"
0.242,0.005062762,1.21,-0.25,-0.00209205,-0.5,5,"['old', 0.1, 'legal', 0.2, 'enjoy', 0.4, 'high', 0.16, 'full', 0.35]",2,"['alcoholic', -0.25, 'past', -0.25]"
0.300426997,0.008324174,3.30469697,-0.135,-0.001700252,-0.675,11,"['elementary', 0.3, 'sexual', 0.5, 'old', 0.1, 'high', 0.16, 'pregnant', 0.3333333333333333, 'full', 0.35, 'old', 0.1, 'good', 0.7, 'first', 0.25, 'significant', 0.375, 'new', 0.13636363636363635]",5,"['subject', -0.16666666666666666, 'due', -0.125, 'active', -0.13333333333333333, 'due', -0.125, 'due', -0.125]"
0.311258741,0.008241066,4.046363636,0,0,0,13,"['high', 0.16, 'huge', 0.4000000000000001, 'first', 0.25, 'much', 0.2, 'own', 0.6, 'successful', 0.75, 'new', 0.13636363636363635, 'hot', 0.25, 'old', 0.1, 'old', 0.1, 'quick', 0.3333333333333333, 'mild', 0.3333333333333333, 'easy', 0.43333333333333335]",0,[]
0.243764205,0.007753931,3.900227273,-0.333333333,-0.001325381,-0.666666667,16,"['elementary', 0.3, 'elementary', 0.3, 'major', 0.0625, 'elementary', 0.3, 'whole', 0.2, 'new', 0.13636363636363635, 'significant', 0.375, 'high', 0.16, 'high', 0.16, 'pivotal', 0.5, 'able', 0.5, 'high', 0.16, 'high', 0.16, 'first', 0.25, 'new', 0.13636363636363635, 'real', 0.2]",2,"['difficult', -0.5, 'previous', -0.16666666666666666]"
0.237744108,0.006728607,2.13969697,-0.211111111,-0.003983229,-1.266666667,9,"['full', 0.35, 'old', 0.1, 'new', 0.13636363636363635, 'high', 0.16, 'high', 0.16, 'first', 0.25, 'pregnant', 0.3333333333333333, 'first', 0.25, 'primary', 0.4]",6,"['due', -0.125, 'subject', -0.16666666666666666, 'due', -0.125, 'decreased', -0.4, 'small', -0.25, 'few', -0.2]"
0.197142857,0.00518797,1.38,-0.316666667,-0.002380952,-0.633333333,7,"['old', 0.1, 'old', 0.1, 'high', 0.16, 'high', 0.16, 'high', 0.16, 'full', 0.35, 'full', 0.35]",2,"['active', -0.13333333333333333, 'sad', -0.5]"
0.393,0.013645833,3.93,-0.151041667,-0.002097801,-0.604166667,10,"['old', 0.1, 'elementary', 0.3, 'good', 0.7, 'good', 0.7, 'high', 0.16, 'high', 0.16, 'great', 0.8, 'high', 0.16, 'full', 0.35, 'sexual', 0.5]",4,"['subject', -0.16666666666666666, 'due', -0.125, 'little', -0.1875, 'other', -0.125]"
0.344709596,0.007569104,8.273030303,-0.234722222,-0.001288503,-1.408333333,24,"['elementary', 0.3, 'elementary', 0.3, 'good', 0.7, 'great', 0.8, 'good', 0.7, 'happy', 0.8, 'first', 0.25, 'comfortable', 0.4, 'pregnant', 0.3333333333333333, 'first', 0.25, 'pregnant', 0.3333333333333333, 'old', 0.1, 'high', 0.16, 'pregnant', 0.3333333333333333, 'high', 0.16, 'old', 0.1, 'happy', 0.8, 'old', 0.1, 'live', 0.13636363636363635, 'able', 0.5, 'pregnant', 0.3333333333333333, 'old', 0.1, 'first', 0.25, 'social', 0.03333333333333333]",6,"['negative', -0.3, 'active', -0.13333333333333333, 'other', -0.125, 'negative', -0.3, 'long', -0.05, 'unable', -0.5]"
0.566666667,0.012408759,1.7,-0.475,-0.006934307,-0.95,3,"['happy', 0.8, 'healthy', 0.5, 'attentive', 0.4]",2,"['frustrated', -0.7, 'past', -0.25]"
0.323333333,0.008301802,6.143333333,-0.311355311,-0.005469755,-4.047619048,19,"['happy', 0.8, 'early', 0.1, 'early', 0.1, 'good', 0.7, 'good', 0.7, 'positive', 0.22727272727272727, 'new', 0.13636363636363635, 'able', 0.5, 'old', 0.1, 'full', 0.35, 'new', 0.13636363636363635, 'healthy', 0.5, 'social', 0.03333333333333333, 'high', 0.16, 'first', 0.25, 'able', 0.5, 'old', 0.1, 'first', 0.25, 'able', 0.5]",13,"['drunk', -0.5, 'lazy', -0.25, 'other', -0.125, 'sick', -0.7142857142857143, 'serious', -0.3333333333333333, 'angry', -0.5, 'little', -0.1875, 'due', -0.125, 'negative', -0.3, 'due', -0.125, 'little', -0.1875, 'guilty', -0.5, 'few', -0.2]"
0.310887446,0.007160555,3.730649351,-0.37,-0.003550864,-1.85,12,"['high', 0.16, 'elementary', 0.3, 'special', 0.35714285714285715, 'special', 0.35714285714285715, 'high', 0.16, 'able', 0.5, 'high', 0.16, 'young', 0.1, 'own', 0.6, 'able', 0.5, 'new', 0.13636363636363635, 'primary', 0.4]",5,"['due', -0.125, 'difficult', -0.5, 'tired', -0.4, 'other', -0.125, 'bad', -0.6999999999999998]"
0.333333333,0.00280112,1,-0.248333333,-0.003478058,-1.241666667,3,"['enjoyed', 0.5, 'first', 0.25, 'first', 0.25]",5,"['poor', -0.4, 'due', -0.125, 'late', -0.3, 'subject', -0.16666666666666666, 'past', -0.25]"
0,0,0,-0.284722222,-0.015891473,-3.416666667,0,[],12,"['subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'long', -0.05, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'fearful', -0.9, 'subject', -0.16666666666666666, 'sad', -0.5, 'poor', -0.4, 'poor', -0.4]"
0.377169421,0.005367223,4.148863636,-0.320175439,-0.007869771,-6.083333333,11,"['free', 0.4, 'clean', 0.3666666666666667, 'quick', 0.3333333333333333, 'loving', 0.6, 'good', 0.7, 'new', 0.13636363636363635, 'own', 0.6, 'married', 0.25, 'major', 0.0625, 'able', 0.5, 'much', 0.2]",19,"['other', -0.125, 'few', -0.2, 'anxious', -0.25, 'due', -0.125, 'poor', -0.4, 'mean', -0.3125, 'active', -0.13333333333333333, 'cold', -0.6, 'unable', -0.5, 'worthless', -0.8, 'unhealthy', -0.4, 'few', -0.2, 'little', -0.1875, 'anxious', -0.25, 'lonely', -0.09999999999999998, 'anxious', -0.25, 'difficult', -0.5, 'anxious', -0.25, 'guilty', -0.5]"
0.275,0.002217742,1.65,-0.279166667,-0.001500896,-1.116666667,6,"['aware', 0.25, 'elementary', 0.3, 'sexual', 0.5, 'young', 0.1, 'first', 0.25, 'first', 0.25]",4,"['drunk', -0.5, 'due', -0.125, 'hard', -0.2916666666666667, 'dead', -0.2]"
0.382483953,0.007979881,11.09203463,-0.286582341,-0.00329879,-4.58531746,29,"['elementary', 0.3, 'pregnant', 0.3333333333333333, 'positive', 0.22727272727272727, 'elementary', 0.3, 'elementary', 0.3, 'many', 0.5, 'many', 0.5, 'real', 0.2, 'special', 0.35714285714285715, 'many', 0.5, 'attentive', 0.4, 'good', 0.7, 'much', 0.2, 'special', 0.35714285714285715, 'able', 0.5, 'first', 0.25, 'own', 0.6, 'hot', 0.25, 'first', 0.25, 'pregnant', 0.3333333333333333, 'first', 0.25, 'pregnant', 0.3333333333333333, 'pregnant', 0.3333333333333333, 'great', 0.8, 'supportive', 0.5, 'high', 0.16, 'able', 0.5, 'special', 0.35714285714285715, 'able', 0.5]",16,"['other', -0.125, 'negative', -0.3, 'tough', -0.3888888888888889, 'difficult', -0.5, 'dirty', -0.6, 'long', -0.05, 'small', -0.25, 'single', -0.07142857142857142, 'cold', -0.6, 'unimportant', -0.4, 'juvenile', -0.25, 'military', -0.1, 'due', -0.125, 'other', -0.125, 'dead', -0.2, 'difficult', -0.5]"
0.231272727,0.003919877,1.156363636,-0.14375,-0.001949153,-0.575,5,"['intense', 0.2, 'high', 0.16, 'many', 0.5, 'high', 0.16, 'new', 0.13636363636363635]",4,"['due', -0.125, 'other', -0.125, 'few', -0.2, 'due', -0.125]"
0.25,0.00095057,0.25,-0.1125,-0.000855513,-0.225,1,"['first', 0.25]",2,"['military', -0.1, 'due', -0.125]"
0.251428571,0.00590604,1.76,-0.155952381,-0.002616651,-0.779761905,7,"['normal', 0.15, 'elementary', 0.3, 'elementary', 0.3, 'able', 0.5, 'first', 0.25, 'old', 0.1, 'high', 0.16]",5,"['single', -0.07142857142857142, 'subject', -0.16666666666666666, 'due', -0.125, 'subject', -0.16666666666666666, 'anxious', -0.25]"
0.310774411,0.011385223,8.390909091,-0.379166667,-0.005144731,-3.791666667,27,"['happy', 0.8, 'social', 0.03333333333333333, 'loving', 0.6, 'new', 0.13636363636363635, 'enjoyed', 0.5, 'first', 0.25, 'new', 0.13636363636363635, 'new', 0.13636363636363635, 'popular', 0.6, 'new', 0.13636363636363635, 'social', 0.03333333333333333, 'first', 0.25, 'sexual', 0.5, 'able', 0.5, 'first', 0.25, 'first', 0.25, 'successful', 0.75, 'own', 0.6, 'new', 0.13636363636363635, 'new', 0.13636363636363635, 'new', 0.13636363636363635, 'own', 0.6, 'sober', 0.1, 'old', 0.1, 'new', 0.13636363636363635, 'first', 0.25, 'mild', 0.3333333333333333]",10,"['harsh', -0.2, 'bad', -0.6999999999999998, 'anxious', -0.25, 'awkward', -0.6, 'difficult', -0.5, 'angry', -0.5, 'unable', -0.5, 'previous', -0.16666666666666666, 'other', -0.125, 'past', -0.25]"
0.311269841,0.006891583,1.867619048,-0.166666667,-0.001230012,-0.333333333,6,"['sexual', 0.5, 'sexual', 0.5, 'high', 0.16, 'large', 0.21428571428571427, 'pregnant', 0.3333333333333333, 'high', 0.16]",2,"['subject', -0.16666666666666666, 'subject', -0.16666666666666666]"
0.28494898,0.009566632,3.989285714,-0.145833333,-0.00069944,-0.291666667,14,"['old', 0.1, 'old', 0.1, 'first', 0.25, 'elementary', 0.3, 'large', 0.21428571428571427, 'old', 0.1, 'first', 0.25, 'old', 0.1, 'good', 0.7, 'full', 0.35, 'old', 0.1, 'first', 0.25, 'experienced', 0.8, 'significant', 0.375]",2,"['subject', -0.16666666666666666, 'due', -0.125]"
0.22,0.002115385,0.66,-0.483333333,-0.004647436,-1.45,3,"['high', 0.16, 'first', 0.25, 'first', 0.25]",3,"['drunk', -0.5, 'small', -0.25, 'bad', -0.6999999999999998]"
0.402083333,0.003815737,3.216666667,-0.16875,-0.001201068,-1.0125,8,"['primary', 0.4, 'old', 0.1, 'pregnant', 0.3333333333333333, 'own', 0.6, 'pregnant', 0.3333333333333333, 'own', 0.6, 'successful', 0.75, 'old', 0.1]",6,"['due', -0.125, 'due', -0.125, 'disabled', -0.2, 'other', -0.125, 'little', -0.1875, 'small', -0.25]"
0.367689394,0.007329357,4.412272727,-0.178571429,-0.002076412,-1.25,12,"['old', 0.1, 'elementary', 0.3, 'good', 0.7, 'good', 0.7, 'rare', 0.3, 'positive', 0.22727272727272727, 'high', 0.16, 'significant', 0.375, 'first', 0.25, 'early', 0.1, 'own', 0.6, 'own', 0.6]",7,"['mental', -0.1, 'due', -0.125, 'heavy', -0.2, 'late', -0.3, 'alcoholic', -0.25, 'average', -0.15, 'due', -0.125]"
0.225,0.001319648,0.45,-0.183862434,-0.004852674,-1.654761905,2,"['full', 0.35, 'frequent', 0.1]",9,"['single', -0.07142857142857142, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'due', -0.125, 'drunk', -0.5, 'due', -0.125, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666, 'subject', -0.16666666666666666]"
0.205580357,0.005188148,3.289285714,-0.530555556,-0.002510515,-1.591666667,16,"['old', 0.1, 'married', 0.25, 'young', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'old', 0.1, 'first', 0.25, 'good', 0.7, 'large', 0.21428571428571427, 'many', 0.5, 'significant', 0.375]",3,"['violent', -0.8, 'hard', -0.2916666666666667, 'scary', -0.5]"
0.188073593,0.005266061,2.633030303,-0.255,-0.00255,-1.275,14,"['old', 0.1, 'old', 0.1, 'first', 0.25, 'high', 0.16, 'old', 0.1, 'old', 0.1, 'first', 0.25, 'fit', 0.4, 'high', 0.16, 'high', 0.16, 'old', 0.1, 'first', 0.25, 'clean', 0.3666666666666667, 'new', 0.13636363636363635]",5,"['shy', -0.5, 'anxious', -0.25, 'few', -0.2, 'few', -0.2, 'due', -0.125]"
0.22495671,0.004890363,3.149393939,-0.252380952,-0.002743271,-1.766666667,14,"['old', 0.1, 'elementary', 0.3, 'elementary', 0.3, 'new', 0.13636363636363635, 'new', 0.13636363636363635, 'social', 0.03333333333333333, 'considerable', 0.1, 'conscious', 0.1, 'high', 0.16, 'first', 0.25, 'pregnant', 0.3333333333333333, 'first', 0.25, 'surprising', 0.7, 'first', 0.25]",7,"['shy', -0.5, 'negative', -0.3, 'difficult', -0.5, 'long', -0.05, 'other', -0.125, 'odd', -0.16666666666666666, 'other', -0.125]"
