Words,Count,Adjusted_Freq,Valence,Subjectivity
Assembly,2,0.000955324,0,0
materials,2,0.000955324,0,0
whipped,2,0.000955324,0,0
blame,2,0.000955324,0,0
talented,2,0.000955324,0.7,0.9
Primary,2,0.000955324,0.4,0.5
comes,2,0.000955324,0,0
Jeremy,2,0.000955324,0,0
perpetrators,2,0.000955324,0,0
Clonazepam,2,0.000955324,0,0
Doctors,2,0.000955324,0,0
bout,2,0.000955324,0,0
1mg,2,0.000955324,0,0
orientation,2,0.000955324,0,0
Charge,2,0.000955324,0,0
awhile,2,0.000955324,0,0
enjoyment,2,0.000955324,0,0
fruit,2,0.000955324,0,0
swallow,2,0.000955324,0,0
theater,2,0.000955324,0,0
excel,2,0.000955324,0,0
ounces,2,0.000955324,0,0
struck,2,0.000955324,0,0
discontinue,2,0.000955324,0,0
lady,2,0.000955324,0,0
duration,2,0.000955324,0,0
strangulation,2,0.000955324,0,0
recorded,2,0.000955324,0,0
assembly,2,0.000955324,0,0
unease,2,0.000955324,0,0
Fabricator,2,0.000955324,0,0
benzos,2,0.000955324,0,0
invested,2,0.000955324,0,0
outlook,2,0.000955324,0,0
allergic,2,0.000955324,0,0
Samantha,2,0.000955324,0,0
1ozXWeek,2,0.000955324,0,0
evenings,2,0.000955324,0,0
gaining,2,0.000955324,0,0
chemo,2,0.000955324,0,0
pointing,2,0.000955324,0,0
Arlington,2,0.000955324,0,0
referring,2,0.000955324,0,0
blackouts,2,0.000955324,0,0
4551,2,0.000955324,0,0
soldier,2,0.000955324,0,0
trainer,2,0.000955324,0,0
Smoked,2,0.000955324,0,0
Pentecostal,2,0.000955324,0,0
malnourished,2,0.000955324,0,0
invasion,2,0.000955324,0,0
VoTechnical,2,0.000955324,0,0
UDS,2,0.000955324,0,0
Illinois,2,0.000955324,0,0
GHB,2,0.000955324,0,0
Meth2,2,0.000955324,0,0
rebelling,2,0.000955324,0,0
3134,2,0.000955324,0,0
bass,2,0.000955324,-0.15,0.5
undergo,2,0.000955324,0,0
unexpected,2,0.000955324,0.1,1
apprentice,2,0.000955324,0,0
phobia,2,0.000955324,0,0
option,2,0.000955324,0,0
staph,2,0.000955324,0,0
lip,2,0.000955324,0,0
useless,2,0.000955324,-0.5,0.2
promiscuous,2,0.000955324,0,0
Kentucky,2,0.000955324,0,0
Chief,2,0.000955324,0,0
circle,2,0.000955324,0,0
oxy,2,0.000955324,0,0
perfume,2,0.000955324,0,0
culture,2,0.000955324,0,0
Park,2,0.000955324,0,0
fiance,2,0.000955324,0,0
Hard,2,0.000955324,-0.291666667,0.541666667
War,2,0.000955324,0,0
horticulture,2,0.000955324,0,0
116oz,2,0.000955324,0,0
stamp,2,0.000955324,0,0
empty,2,0.000955324,-0.1,0.5
partly,2,0.000955324,0,0
juice,2,0.000955324,0,0
Plead,2,0.000955324,0,0
2635,2,0.000955324,0,0
2630,2,0.000955324,0,0
lawyers,2,0.000955324,0,0
Graphic,2,0.000955324,0,0.4
lacking,2,0.000955324,0,0
game,2,0.000955324,-0.4,0.4
provoking,2,0.000955324,0,0
lortabs,2,0.000955324,0,0
delivered,2,0.000955324,0,0
Pittsburgh,2,0.000955324,0,0
competitions,2,0.000955324,0,0
everybody,2,0.000955324,0,0
trucking,2,0.000955324,0,0
therapeutic,2,0.000955324,0,0
caretaker,2,0.000955324,0,0
5032016,2,0.000955324,0,0
Eclectic,2,0.000955324,0,0
Kitty,2,0.000955324,0,0
collapsed,2,0.000955324,0,0
skull,2,0.000955324,0,0
psychosis,2,0.000955324,0,0
adults,2,0.000955324,0,0
Spartan,2,0.000955324,0,0
TN,2,0.000955324,0,0
reportedly,2,0.000955324,0,0
drag,2,0.000955324,-0.1,0.070833333
reservation,2,0.000955324,0,0
heroine,2,0.000955324,0,0
hallways,2,0.000955324,0,0
secretary,2,0.000955324,0,0
bacardi,2,0.000955324,0,0
dishwasher,2,0.000955324,0,0
ruminate,2,0.000955324,0,0
attackers,2,0.000955324,0,0
Now,2,0.000955324,0,0
assignments,2,0.000955324,0,0
punishing,2,0.000955324,0,0
plays,2,0.000955324,0,0
cell,2,0.000955324,0,0
Baker,2,0.000955324,0,0
withdrawing,2,0.000955324,0,0
danger,2,0.000955324,0,0
addressed,2,0.000955324,0,0
10062015,2,0.000955324,0,0
crap,2,0.000955324,-0.8,0.8
Memphis,2,0.000955324,0,0
Neurontin,2,0.000955324,0,0
testified,2,0.000955324,0,0
ride,2,0.000955324,0,0
Nevada,2,0.000955324,0,0
averages,2,0.000955324,0,0
OxyContinOxycodone,2,0.000955324,0,0
CDIOP,2,0.000955324,0,0
poetry,2,0.000955324,0,0
arrangement,2,0.000955324,0,0
elliptical,2,0.000955324,0,0
selfharming,2,0.000955324,0,0
spelling,2,0.000955324,0,0
Smith,2,0.000955324,0,0
Miami,2,0.000955324,0,0
Brother,2,0.000955324,0,0
sweets,2,0.000955324,0,0
Iraqi,2,0.000955324,0,0
perfectionist,2,0.000955324,0,0
Idabel,2,0.000955324,0,0
retaliation,2,0.000955324,0,0
aggravated,2,0.000955324,0,0
birthing,2,0.000955324,0,0
humiliating,2,0.000955324,0,0
possessing,2,0.000955324,0,0
overwhelming,2,0.000955324,0.5,1
beg,2,0.000955324,0,0
Information,2,0.000955324,0,0
Development,2,0.000955324,0,0
pursued,2,0.000955324,0,0
soldiers,2,0.000955324,0,0
achieve,2,0.000955324,0,0
122,2,0.000955324,0,0
tobacco,2,0.000955324,0,0
grab,2,0.000955324,0,0
shake,2,0.000955324,0,0
horrible,2,0.000955324,-1,1
kicking,2,0.000955324,0,0
¾,2,0.000955324,0,0
spray,2,0.000955324,0,0
Los,2,0.000955324,0,0
eraser,2,0.000955324,0,0
abortions,2,0.000955324,0,0
owns,2,0.000955324,0,0
You,2,0.000955324,0,0
autism,2,0.000955324,0,0
taller,2,0.000955324,0,0
mistakes,2,0.000955324,0,0
Cellular,2,0.000955324,0,0
burden,2,0.000955324,0,0
clown,2,0.000955324,0,0
Peers,2,0.000955324,0,0
shes,2,0.000955324,0,0
sheriffs,2,0.000955324,0,0
compatible,2,0.000955324,0,0
recognizes,2,0.000955324,0,0
previously,2,0.000955324,-0.166666667,0.166666667
Assistant,2,0.000955324,0,0
inner,2,0.000955324,0,0.166666667
prevalent,2,0.000955324,0,0
Wreck,2,0.000955324,0,0
contest,2,0.000955324,0,0
Never,2,0.000955324,0,0
compete,2,0.000955324,0,0
DWI,2,0.000955324,0,0
diagnosis,2,0.000955324,0,0
homeschooling,2,0.000955324,0,0
captain,2,0.000955324,0,0
blacking,2,0.000955324,0,0
rescue,2,0.000955324,0,0
molesting,2,0.000955324,0,0
orchestra,2,0.000955324,0,0
fathered,2,0.000955324,0,0
sliced,2,0.000955324,0,0
drowned,2,0.000955324,-0.1,0.1
calm,2,0.000955324,0.3,0.75
survive,2,0.000955324,0,0
posting,2,0.000955324,0,0
shelters,2,0.000955324,0,0
roof,2,0.000955324,0,0
readjusting,2,0.000955324,0,0
StepFather,2,0.000955324,0,0
Phoenix,2,0.000955324,0,0
Burglary,2,0.000955324,0,0
undergoing,2,0.000955324,0,0
lesbian,2,0.000955324,0,0
Sporadic,2,0.000955324,0,0
keyboard,2,0.000955324,0,0
windshield,2,0.000955324,0,0
meat,2,0.000955324,0,0
interruption,2,0.000955324,0,0
Faith,2,0.000955324,0,0
trading,2,0.000955324,0,0
collector,2,0.000955324,0,0
Clinton,2,0.000955324,0,0
starts,2,0.000955324,0,0
loud,2,0.000955324,0.1,0.8
disappearing,2,0.000955324,0,0
Benzodiazepines,2,0.000955324,0,0
twisted,2,0.000955324,-0.5,1
slitting,2,0.000955324,0,0
stocking,2,0.000955324,0,0
boarding,2,0.000955324,0,0
matter,2,0.000955324,0,0
Thoughts,2,0.000955324,0,0
worsening,2,0.000955324,0,0
Journalism,2,0.000955324,0,0
translator,2,0.000955324,0,0
4lbs,2,0.000955324,0,0
Lakeside,2,0.000955324,0,0
sugar,2,0.000955324,0,0
stabbing,2,0.000955324,-0.6,0.8
revolved,2,0.000955324,0,0
Leaders,2,0.000955324,0,0
favors,2,0.000955324,0,0
Biology,2,0.000955324,0,0
Controlled,2,0.000955324,0,0
boyfriendfriend,2,0.000955324,0,0
Took,2,0.000955324,0,0
lethargic,2,0.000955324,0,0
lazy,2,0.000955324,-0.25,1
4xyear,2,0.000955324,0,0
AANA,2,0.000955324,0,0
hygiene,2,0.000955324,0,0
deeper,2,0.000955324,0,0
lice,2,0.000955324,0,0
personally,2,0.000955324,0,0.3
exception,2,0.000955324,0,0
Coffeyville,2,0.000955324,0,0
balance,2,0.000955324,0,0
2731,2,0.000955324,0,0
faked,2,0.000955324,0,0
differing,2,0.000955324,0,0
5610mg,2,0.000955324,0,0
sporting,2,0.000955324,0,0
Pastor,2,0.000955324,0,0
assigned,2,0.000955324,0,0
save,2,0.000955324,0,0
involuntary,2,0.000955324,0,0
destroy,2,0.000955324,0,0
3032,2,0.000955324,0,0
45XWeek,2,0.000955324,0,0
unfit,2,0.000955324,0,0
carts,2,0.000955324,0,0
opposite,2,0.000955324,0,0
managers,2,0.000955324,0,0
lied,2,0.000955324,0,0
tennis,2,0.000955324,0,0
offering,2,0.000955324,0,0
lawn,2,0.000955324,0,0
sticks,2,0.000955324,0,0
disciplinarian,2,0.000955324,0,0
Minneapolis,2,0.000955324,0,0
Conner,2,0.000955324,0,0
difficultly,2,0.000955324,-0.5,1
Traumatic,2,0.000955324,0,0
2oz,2,0.000955324,0,0
jacket,2,0.000955324,0,0
amniotic,2,0.000955324,0,0
18yo,2,0.000955324,0,0
manages,2,0.000955324,0,0
bomber,2,0.000955324,0,0
18yr,2,0.000955324,0,0
disgusting,2,0.000955324,-1,1
pathologist,2,0.000955324,0,0
Interventions,2,0.000955324,0,0
round,2,0.000955324,-0.2,0.4
vandalized,2,0.000955324,0,0
Specialist,2,0.000955324,0,0
sake,2,0.000955324,0,0
roxycodone,2,0.000955324,0,0
lessened,2,0.000955324,0,0
aspirin,2,0.000955324,0,0
Ben,2,0.000955324,0,0
Orlando,2,0.000955324,0,0
flu,2,0.000955324,0,0
Alpharetta,2,0.000955324,0,0
accessory,2,0.000955324,0,0
6152016,2,0.000955324,0,0
fluent,2,0.000955324,0,0
Mississippi,2,0.000955324,0,0
cuts,2,0.000955324,0,0
interesting,2,0.000955324,0.5,0.5
Psychiatric,2,0.000955324,0,0
main,2,0.000955324,0.166666667,0.333333333
cashiering,2,0.000955324,0,0
ministry,2,0.000955324,0,0
Black,2,0.000955324,-0.166666667,0.433333333
1L,2,0.000955324,0,0
amphetamines,2,0.000955324,0,0
continuous,2,0.000955324,0,0
butt,2,0.000955324,0,0
conspiracy,2,0.000955324,0,0
MHIOP,2,0.000955324,0,0
bailed,2,0.000955324,0,0
Moms,2,0.000955324,0,0
interior,2,0.000955324,0,0
Dr,2,0.000955324,0,0
switching,2,0.000955324,0,0
skinned,2,0.000955324,0,0
supporting,2,0.000955324,0.25,0.25
corner,2,0.000955324,0,0
waited,2,0.000955324,0,0
hostage,2,0.000955324,0,0
stomp,2,0.000955324,0,0
killers,2,0.000955324,0,0
communicates,2,0.000955324,0,0
lethargy,2,0.000955324,0,0
Grant,2,0.000955324,0,0
relative,2,0.000955324,0,0
Iowa,2,0.000955324,0,0
fluctuations,2,0.000955324,0,0
Each,2,0.000955324,0,0
judging,2,0.000955324,0,0
declaration,2,0.000955324,0,0
Highschool,2,0.000955324,0,0
sound,2,0.000955324,0.4,0.4
Sertraline,2,0.000955324,0,0
Marshall,2,0.000955324,0,0
Basketball,2,0.000955324,0,0
sudden,2,0.000955324,0,0.5
everyday,2,0.000955324,-0.2,0.6
harsh,2,0.000955324,-0.2,0.7
aerobics,2,0.000955324,0,0
disappointment,2,0.000955324,-0.6,0.4
oil,2,0.000955324,0,0
annulled,2,0.000955324,0,0
largely,2,0.000955324,0.214285714,0.428571429
roughly,2,0.000955324,-0.1,0.4
accountable,2,0.000955324,0,0
200lbs,2,0.000955324,0,0
Sperry,2,0.000955324,0,0
admitting,2,0.000955324,0,0
fondling,2,0.000955324,0,0
robbers,2,0.000955324,0,0
overly,2,0.000955324,0,0
crafting,2,0.000955324,0,0
strip,2,0.000955324,0,0
shells,2,0.000955324,0,0
shortterm,2,0.000955324,0,0
Osage,2,0.000955324,0,0
USA,2,0.000955324,0,0
fill,2,0.000955324,0,0
esophagus,2,0.000955324,0,0
upperclassmen,2,0.000955324,0,0
ovary,2,0.000955324,0,0
Workers,2,0.000955324,0,0
shattered,2,0.000955324,0,0
Fremont,2,0.000955324,0,0
Training,2,0.000955324,0,0
stool,2,0.000955324,0,0
Myasthenia,2,0.000955324,0,0
movement,2,0.000955324,0,0
Naomi,2,0.000955324,0,0
bused,2,0.000955324,0,0
readily,2,0.000955324,0.2,0.5
Europe,2,0.000955324,0,0
achieving,2,0.000955324,0,0
escorted,2,0.000955324,0,0
den,2,0.000955324,0,0
comfort,2,0.000955324,0,0
Stacy,2,0.000955324,0,0
Doc,2,0.000955324,0,0
Nebraska,2,0.000955324,0,0
infant,2,0.000955324,0,0
Forces,2,0.000955324,0,0
dolls,2,0.000955324,0,0
throwup,2,0.000955324,0,0
Habilitative,2,0.000955324,0,0
critic,2,0.000955324,0,0
habits,2,0.000955324,0,0
exboyfriends,2,0.000955324,0,0
evaluation,2,0.000955324,0,0
Northwestern,2,0.000955324,0,0
El,2,0.000955324,0,0
Ex,2,0.000955324,0,0
bullies,2,0.000955324,0,0
pains,2,0.000955324,0,0
muscles,2,0.000955324,0,0
pornography,2,0.000955324,0,0
Episode,2,0.000955324,0,0
Admin,2,0.000955324,0,0
waist,2,0.000955324,0,0
swelling,2,0.000955324,0,0
express,2,0.000955324,0,0
1318,2,0.000955324,0,0
merchandise,2,0.000955324,0,0
spiked,2,0.000955324,0,0
visiting,2,0.000955324,0,0
please,2,0.000955324,0,0
tapered,2,0.000955324,0,0
alot,2,0.000955324,0,0
dances,2,0.000955324,0,0
bongs,2,0.000955324,0,0
shingles,2,0.000955324,0,0
underage,2,0.000955324,0,0
screened,2,0.000955324,0,0
intrusive,2,0.000955324,0,0
Daughter,2,0.000955324,0,0
Casino,2,0.000955324,0,0
bill,2,0.000955324,0,0
sexuality,2,0.000955324,0,0
Depot,2,0.000955324,0,0
benign,2,0.000955324,0,0
copying,2,0.000955324,0,0
development,2,0.000955324,0,0
strips,2,0.000955324,0,0
recognized,2,0.000955324,0,0
3235,2,0.000955324,0,0
openly,2,0.000955324,0,0.5
hates,2,0.000955324,0,0
Married,2,0.000955324,0.25,0.25
cognitive,2,0.000955324,0,0
1418,2,0.000955324,0,0
12072016,2,0.000955324,0,0
1412,2,0.000955324,0,0
1417,2,0.000955324,0,0
Gulf,2,0.000955324,0,0
martial,2,0.000955324,0,0
contacts,2,0.000955324,0,0
unprovoked,2,0.000955324,0,0
depressions,2,0.000955324,0,0
Typically,2,0.000955324,-0.166666667,0.5
drama,2,0.000955324,0,0
consequently,2,0.000955324,0,0
commanding,2,0.000955324,0,0
relapses,2,0.000955324,0,0
Comp,2,0.000955324,0,0
Longest,2,0.000955324,0,0
invite,2,0.000955324,0,0
immigration,2,0.000955324,0,0
Cross,2,0.000955324,0,0
cure,2,0.000955324,0,0
Mar,2,0.000955324,0,0
excused,2,0.000955324,0,0
Mormon,2,0.000955324,0,0
Diploma,2,0.000955324,0,0
Man,2,0.000955324,0,0
underweight,2,0.000955324,0,0
intensified,2,0.000955324,0,0
disabilities,2,0.000955324,0,0
Saint,2,0.000955324,0,0
ReBath,2,0.000955324,0,0
Kellogg,2,0.000955324,0,0
helps,2,0.000955324,0,0
3X,2,0.000955324,0,0
Norway,2,0.000955324,0,0
Assault,2,0.000955324,0,0
400mg,2,0.000955324,0,0
3g,2,0.000955324,0,0
Creoks,2,0.000955324,0,0
objects,2,0.000955324,0,0
Big,2,0.000955324,0,0.1
7311987,2,0.000955324,0,0
FL,2,0.000955324,0,0
gateway,2,0.000955324,0,0
Fs,2,0.000955324,0,0
Driver,2,0.000955324,0,0
train,2,0.000955324,0,0
ashamed,2,0.000955324,0,0
tattered,2,0.000955324,0,0
Technical,2,0.000955324,0,0.1
highs,2,0.000955324,0,0
bothered,2,0.000955324,0,0
linen,2,0.000955324,0,0
stayathome,2,0.000955324,0,0
gestational,2,0.000955324,0,0
located,2,0.000955324,0,0
willing,2,0.000955324,0.25,0.75
identifies,2,0.000955324,0,0
situational,2,0.000955324,0,0
electronics,2,0.000955324,0,0
Stage,2,0.000955324,0,0
2832,2,0.000955324,0,0
yard,2,0.000955324,0,0
Coast,2,0.000955324,0,0
Association,2,0.000955324,0,0
environmental,2,0.000955324,0,0
Oil,2,0.000955324,0,0
Doctor,2,0.000955324,0,0
loratabs,2,0.000955324,0,0
Some,2,0.000955324,0,0
skinny,2,0.000955324,0,0
normally,2,0.000955324,0.15,0.65
supported,2,0.000955324,0,0
sisterinlaw,2,0.000955324,0,0
S,2,0.000955324,0,0
carhop,2,0.000955324,0,0
Tacoma,2,0.000955324,0,0
proposal,2,0.000955324,0,0
Aspergers,2,0.000955324,0,0
transitioned,2,0.000955324,0,0
claimed,2,0.000955324,0,0
Hominy,2,0.000955324,0,0
Order,2,0.000955324,0,0
impaired,2,0.000955324,0,0
ectopic,2,0.000955324,0,0
52016,2,0.000955324,0,0
dryer,2,0.000955324,0,0
75lbs,2,0.000955324,0,0
Aunts,2,0.000955324,0,0
masked,2,0.000955324,0,0
51010mg,2,0.000955324,0,0
statement,2,0.000955324,0,0
56x,2,0.000955324,0,0
reminds,2,0.000955324,0,0
pin,2,0.000955324,0,0
pig,2,0.000955324,0,0
Jacksonville,2,0.000955324,0,0
dresses,2,0.000955324,0,0
hate,2,0.000955324,-0.8,0.9
Remwood,2,0.000955324,0,0
pride,2,0.000955324,0,0
GA,2,0.000955324,0,0
34X,2,0.000955324,0,0
Windsor,2,0.000955324,0,0
oxycodone,2,0.000955324,0,0
surrounding,2,0.000955324,0,0
blur,2,0.000955324,0,0
voice,2,0.000955324,0,0
hunting,2,0.000955324,0,0
inlaws,2,0.000955324,0,0
punching,2,0.000955324,0,0
swings,2,0.000955324,0,0
assessment,2,0.000955324,0,0
ceremony,2,0.000955324,0,0
toxic,2,0.000955324,0,0
Caucasians,2,0.000955324,0,0
enter,2,0.000955324,0,0
mastectomy,2,0.000955324,0,0
Hills,2,0.000955324,0,0
expectations,2,0.000955324,0,0
Here,2,0.000955324,0,0
CHF,2,0.000955324,0,0
signing,2,0.000955324,0,0
correctional,2,0.000955324,0,0
emphysema,2,0.000955324,0,0
longterm,2,0.000955324,0,0
top,2,0.000955324,0.5,0.5
Mini,2,0.000955324,0,0
Premature,2,0.000955324,0,0
Shots,2,0.000955324,0,0
1972,2,0.000955324,0,0
relatively,2,0.000955324,0,0
disrupts,2,0.000955324,0,0
1962,2,0.000955324,0,0
client,2,0.000955324,0,0
Jello,2,0.000955324,0,0
camps,2,0.000955324,0,0
institution,2,0.000955324,0,0
Disabled,2,0.000955324,-0.2,0.3
Per,2,0.000955324,0,0
startle,2,0.000955324,0,0
discovery,2,0.000955324,0,0
Mazzios,2,0.000955324,0,0
lifeflighted,2,0.000955324,0,0
fault,2,0.000955324,0,0
Southern,2,0.000955324,0,0
bladder,2,0.000955324,0,0
lessen,2,0.000955324,0,0
Schizophrenia,2,0.000955324,0,0
2102016,2,0.000955324,0,0
Soccer,2,0.000955324,0,0
forehead,2,0.000955324,0,0
Room,2,0.000955324,0,0
Thunderbird,2,0.000955324,0,0
insisted,2,0.000955324,0,0
Root,2,0.000955324,0,0
seasonal,2,0.000955324,0,0
proposed,2,0.000955324,0,0
unemployment,2,0.000955324,0,0
7292016,2,0.000955324,0,0
5g,2,0.000955324,0,0
advances,2,0.000955324,0,0
battled,2,0.000955324,0,0
gift,2,0.000955324,0,0
HC,2,0.000955324,0,0
Challenge,2,0.000955324,0,0
Divorced,2,0.000955324,0,0
ensure,2,0.000955324,0,0
cafeteria,2,0.000955324,0,0
remover,2,0.000955324,0,0
portions,2,0.000955324,0,0
suspicions,2,0.000955324,0,0
daycares,2,0.000955324,0,0
Fluoxetine,2,0.000955324,0,0
tie,2,0.000955324,0,0
Emily,2,0.000955324,0,0
contemplating,2,0.000955324,0,0
discovering,2,0.000955324,0,0
advantage,2,0.000955324,0,0
cool,2,0.000955324,0.35,0.65
standards,2,0.000955324,0,0
quick,2,0.000955324,0.333333333,0.5
slowed,2,0.000955324,0,0
substitute,2,0.000955324,0,0
prescriptions,2,0.000955324,0,0
preK,2,0.000955324,0,0
conjoint,2,0.000955324,0,0
criteria,2,0.000955324,0,0
drown,2,0.000955324,0,0
cases,2,0.000955324,0,0
districts,2,0.000955324,0,0
Homeless,2,0.000955324,0,0
disowned,2,0.000955324,0,0
Mid,2,0.000955324,0,0
fourth,2,0.000955324,0,0
utero,2,0.000955324,0,0
Pristiq,2,0.000955324,0,0
White,2,0.000955324,0,0
Using,2,0.000955324,0,0
qualified,2,0.000955324,0,0
tumultuous,2,0.000955324,0,0
ultimately,2,0.000955324,0,1
StLouis,2,0.000955324,0,0
Security,2,0.000955324,0,0
district,2,0.000955324,0,0
bounty,2,0.000955324,0,0
hurtful,2,0.000955324,0,0
Client,2,0.000955324,0,0
cards,2,0.000955324,0,0
pillstimulant,2,0.000955324,0,0
9yo,2,0.000955324,0,0
spaces,2,0.000955324,0,0
crime,2,0.000955324,0,0
dreaded,2,0.000955324,0,0
lighter,2,0.000955324,0,0
juggle,2,0.000955324,0,0
ignored,2,0.000955324,0,0
arrival,2,0.000955324,0,0
2935,2,0.000955324,0,0
grieved,2,0.000955324,0,0
Gabapentin,2,0.000955324,0,0
resentment,2,0.000955324,0,0
colon,2,0.000955324,0,0
turkey,2,0.000955324,0,0
7182016,2,0.000955324,0,0
Knee,2,0.000955324,0,0
500,2,0.000955324,0,0
direction,2,0.000955324,0,0
Pensacola,2,0.000955324,0,0
1215,2,0.000955324,0,0
minister,2,0.000955324,0,0
standup,2,0.000955324,0,0
dorm,2,0.000955324,0,0
cast,2,0.000955324,0,0
Id,2,0.000955324,0,0
Woodland,2,0.000955324,0,0
clot,2,0.000955324,0,0
polish,2,0.000955324,0,0
Switched,2,0.000955324,0,0
reduced,2,0.000955324,0,0
1042017,2,0.000955324,0,0
intact,2,0.000955324,0,0
nails,2,0.000955324,0,0
reactions,2,0.000955324,0,0
spinal,2,0.000955324,0,0
Lumpur,2,0.000955324,0,0
determine,2,0.000955324,0,0
syringe,2,0.000955324,0,0
Bachelor,2,0.000955324,0,0
osteochondroma,2,0.000955324,0,0
FBI,2,0.000955324,0,0
Special,2,0.000955324,0.357142857,0.571428571
spends,2,0.000955324,0,0
ElHi,2,0.000955324,0,0
Brain,2,0.000955324,0,0
numbing,2,0.000955324,0,0
belts,2,0.000955324,0,0
Richardson,2,0.000955324,0,0
follow,2,0.000955324,0,0
prolonged,2,0.000955324,0,0
Durant,2,0.000955324,0,0
relaxation,2,0.000955324,0,0
Things,2,0.000955324,0,0
screens,2,0.000955324,0,0
grafts,2,0.000955324,0,0
horses,2,0.000955324,0,0
glad,2,0.000955324,0.5,1
3yo,2,0.000955324,0,0
airplane,2,0.000955324,0,0
rather,2,0.000955324,0,0
onoff,2,0.000955324,0,0
okay,2,0.000955324,0.5,0.5
611,2,0.000955324,0,0
Armed,2,0.000955324,0,0
mission,2,0.000955324,0,0
Same,2,0.000955324,0,0.125
disabled,2,0.000955324,-0.2,0.3
parts,2,0.000955324,0,0
3840,2,0.000955324,0,0
turns,2,0.000955324,0,0
athletics,2,0.000955324,0,0
friendship,2,0.000955324,0,0
More,2,0.000955324,0.5,0.5
induced,2,0.000955324,0,0
Mall,2,0.000955324,0,0
preteen,2,0.000955324,0,0
Paso,2,0.000955324,0,0
feed,2,0.000955324,0,0
slower,2,0.000955324,0,0
story,2,0.000955324,0,0
automobile,2,0.000955324,0,0
Boyfriend,2,0.000955324,0,0
relieved,2,0.000955324,0,0
Dangerous,2,0.000955324,-0.6,0.9
2628,2,0.000955324,0,0
double,2,0.000955324,0,0
suspicious,2,0.000955324,0,0
cleaned,2,0.000955324,0,0
Finished,2,0.000955324,0,0
Boliva,2,0.000955324,0,0
congestive,2,0.000955324,0,0
consensual,2,0.000955324,0,0
1011,2,0.000955324,0,0
wrote,2,0.000955324,0,0
intelligence,2,0.000955324,0,0
definitely,2,0.000955324,0,0.5
succeed,2,0.000955324,0,0
African,2,0.000955324,0,0
c,2,0.000955324,0,0
marriagein,2,0.000955324,0,0
fraternity,2,0.000955324,0,0
reside,2,0.000955324,0,0
brick,2,0.000955324,0,0
evaluated,2,0.000955324,0,0
homework,2,0.000955324,0,0
rid,2,0.000955324,0,0
higher,2,0.000955324,0.25,0.5
restraint,2,0.000955324,0,0
Almost,2,0.000955324,0,0
Club,2,0.000955324,0,0
mood1,2,0.000955324,0,0
profitable,2,0.000955324,0,0
ambien,2,0.000955324,0,0
homeschool,2,0.000955324,0,0
moody,2,0.000955324,0,0
confront,2,0.000955324,0,0
ulcers,2,0.000955324,0,0
prom,2,0.000955324,0,0
zombie,2,0.000955324,0,0
tomboy,2,0.000955324,0,0
truancy,2,0.000955324,0,0
coordinator,2,0.000955324,0,0
exs,2,0.000955324,0,0
users,2,0.000955324,0,0
suffers,2,0.000955324,-0.6,0.7
Manufacturing,2,0.000955324,0,0
wrestle,2,0.000955324,0,0
issued,2,0.000955324,0,0
DirecTV,2,0.000955324,0,0
ruptured,2,0.000955324,0,0
relocate,2,0.000955324,0,0
bulimia,2,0.000955324,0,0
desired,2,0.000955324,0,0
skyrocketed,2,0.000955324,0,0
larger,2,0.000955324,0,0.5
Cosmetology,2,0.000955324,0,0
1XWeek,2,0.000955324,0,0
porch,2,0.000955324,0,0
stabilized,2,0.000955324,0,0
counterfeit,2,0.000955324,0,0
toddler,2,0.000955324,0,0
discomfort,2,0.000955324,0,0
fiancés,2,0.000955324,0,0
preparing,2,0.000955324,0,0
ships,2,0.000955324,0,0
permanent,2,0.000955324,0,0
choose,2,0.000955324,0,0
holiday,2,0.000955324,0,0
crash,2,0.000955324,0,0
Car,2,0.000955324,0,0
trap,2,0.000955324,0,0
nondenominational,2,0.000955324,0,0
chaos,2,0.000955324,0,0
Older,2,0.000955324,0.166666667,0.333333333
maintains,2,0.000955324,0,0
dumpster,2,0.000955324,0,0
exam,2,0.000955324,0,0
accent,2,0.000955324,0,0
Wings,2,0.000955324,0,0
regards,2,0.000955324,0,0
isolation,2,0.000955324,0,0
patients,2,0.000955324,0,0
linked,2,0.000955324,0,0
agency,2,0.000955324,0,0
25000,2,0.000955324,0,0
looked,2,0.000955324,0,0
bulging,2,0.000955324,0,0
spun,2,0.000955324,0,0
GPS,2,0.000955324,0,0
opening,2,0.000955324,0,0
2930,2,0.000955324,0,0
withdraws,2,0.000955324,0,0
Finally,2,0.000955324,0,1
decent,2,0.000955324,0.166666667,0.666666667
Jun,2,0.000955324,0,0
Halloween,2,0.000955324,0,0
snuck,2,0.000955324,0,0
adverse,2,0.000955324,0,0
Resource,2,0.000955324,0,0
diploma,2,0.000955324,0,0
outcast,2,0.000955324,0,0
Drumright,2,0.000955324,0,0
Bonded,2,0.000955324,0,0
cried,2,0.000955324,0,0
fishing,2,0.000955324,0,0
identical,2,0.000955324,0,0
Memorable,2,0.000955324,0.5,1
tryouts,2,0.000955324,0,0
Dealing,2,0.000955324,0,0
virginity,2,0.000955324,0,0
Gainesville,2,0.000955324,0,0
Citalopram,2,0.000955324,0,0
shipping,2,0.000955324,0,0
AWOL,2,0.000955324,0,0
Tabitha,2,0.000955324,0,0
Amy,2,0.000955324,0,0
funds,2,0.000955324,0,0
temp,2,0.000955324,0,0
record,2,0.000955324,0,0
boot,2,0.000955324,0,0
kinds,2,0.000955324,0,0
